name,nickname,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Jorge Lopez,,177.8,77.11,,Orthodox,1988-11-21
Cal Worsham,,180.34,104.33,,Orthodox,
Nikolas Motta,Iron,175.26,70.31,177.8,Orthodox,1993-02-08
Windri Patilima,,167.64,70.31,180.34,Southpaw,1993-07-19
Mike Rodriguez,Slo Mike,193.04,92.99,208.28,Southpaw,1988-11-28
Canaan Kawaihae,,182.88,65.77,180.34,Southpaw,1997-08-26
Troy Mandaloniz,Rude Boy,175.26,77.11,,Orthodox,1980-02-01
Ian Murphy,,185.42,83.91,,Orthodox,1985-06-14
Corey Hill,,193.04,70.31,203.2,Orthodox,1978-10-03
Robert Whittaker,The Reaper,182.88,83.91,185.42,Orthodox,1990-12-20
Achilles Estremadura,,177.8,70.31,172.72,Orthodox,1992-03-11
Rolando Bedoya,The Machine,180.34,77.11,187.96,Orthodox,1997-01-13
Chase Sherman,The Vanilla Gorilla,193.04,113.4,198.12,Orthodox,1989-11-16
Bryan Pardoe,Pain Inducer,185.42,92.99,,Orthodox,
Guy Mezger,,185.42,90.72,,Orthodox,1968-01-01
Leonardo Damiani,Puppy,177.8,77.11,175.26,Orthodox,1990-08-30
Alejandro Flores,El Gallito,177.8,65.77,185.42,Orthodox,1991-08-06
Sherron Leggett,Rob Roy,172.72,70.31,,Southpaw,1978-10-27
Josh Epps,,,58.97,,,
Gian Villante,,190.5,104.33,193.04,Orthodox,1985-08-18
Nobuhiko Takada,,182.88,99.79,,Southpaw,1962-04-12
Jadson Costa,,170.18,70.31,,Orthodox,
Chris Dempsey,,177.8,83.91,182.88,Orthodox,1987-09-08
Kultar Gill,Black Mamba,182.88,69.85,,Orthodox,1979-03-24
Justin DeMoney,,,77.11,,,
Justin Sumter,,187.96,83.91,203.2,Southpaw,1989-11-16
Bob Gilstrap,,190.5,90.72,,Orthodox,
Taylor Moore,,177.8,61.23,177.8,Southpaw,1993-10-16
Ion Cutelaba,The Hulk,185.42,92.99,190.5,Southpaw,1993-12-14
Gerric Hayes,,177.8,,,,
Houston Alexander,The Assassin,182.88,92.99,182.88,Orthodox,1972-03-22
Ibo Aslan,The Last Ottoman,190.5,92.99,195.58,Orthodox,1996-04-23
Sam Liera,,,,,,
Andre Santos,Chatuba,182.88,77.11,,,
Jean Matsumoto,,167.64,61.23,172.72,Orthodox,1999-09-09
Jong Won Kim,,170.18,63.05,,Orthodox,
Joe Lowry,,180.34,70.31,185.42,Orthodox,1989-12-12
Mikey Gonzalez,Rolls,180.34,70.31,187.96,Orthodox,1985-08-13
Brian Houston,B-Hue,187.96,83.91,,Orthodox,1981-04-26
Tomomi Iwama,,160.02,70.31,,Orthodox,
Paul Georgieff,,187.96,77.11,,Orthodox,1982-09-22
Mark Schultz,,175.26,90.72,,Orthodox,
Gasan Umalatov,Cobra,180.34,77.11,180.34,Orthodox,1982-09-11
Nate Moore,,182.88,77.11,,,
Albert Cheng,,180.34,77.11,,Orthodox,1985-02-07
Marc Diakiese,Bonecrusher,177.8,70.31,185.42,Orthodox,1993-03-16
Khalid Murtazaliev,,182.88,83.91,193.04,Orthodox,1993-07-15
Philip Preece,,172.72,92.99,,Orthodox,
Ron Stallings,The Choir Boy,187.96,77.11,190.5,Southpaw,1983-01-25
Jai Herbert,Black Country Banger,185.42,70.31,195.58,Orthodox,1988-05-13
Balajin,The Snow Leopard,175.26,65.77,182.88,Orthodox,1992-03-31
Miguel Linares,,,,,,
Jonatas Novaes,,180.34,77.11,,,
Lucas Lopes,,187.96,83.91,,,
Trey Houston,,180.34,83.91,,,
Sanford Alton Meeks,,195.58,120.2,190.5,Orthodox,1994-04-05
Darrius Flowers,Beast Mode,175.26,77.11,180.34,Orthodox,1994-08-25
John Dixson,Big John,182.88,124.74,,Orthodox,
Shaun Etchell,The Buzzsaw,170.18,56.7,172.72,Switch,1993-08-05
JunYoung Hong,Drunken Red,172.72,65.77,175.26,Orthodox,1990-12-18
Sultan Aliev,,180.34,77.11,187.96,Orthodox,1984-09-17
Damonte Robinson,,182.88,70.31,195.58,,
Harry Moskowitz,Dirty,195.58,124.74,,Orthodox,
Jorgen Kruth,The Last Viking,187.96,92.99,,,
Moti Horenstein,,193.04,104.33,,Orthodox,
Sarah D'alelio,The Monster,170.18,65.77,,,
Ashiek Ajim,Peak Physique,172.72,61.23,180.34,Switch,1994-06-19
Ludovit Klein,Mr. Highlight,170.18,70.31,182.88,Southpaw,1995-02-22
Jose Barreto,,,83.91,,Southpaw,
Vinicius Cenci,Chambinho,185.42,70.31,187.96,Orthodox,1995-11-24
Richie Santiago,The Milford Mauler,170.18,61.23,170.18,Southpaw,1992-10-10
Scott Morris,,177.8,95.25,,Orthodox,
Maiju Kujala,,,61.23,,,
Antony Rea,Wild Thing,182.88,92.99,,Orthodox,1976-07-15
Chris Wright,,,,,,
Nick Penner,The Quiet Assassin,193.04,92.99,,Southpaw,1980-03-26
Christian Aguilera,The Beast,175.26,77.11,182.88,Switch,1991-11-25
Mario Soto,Dr. Mario,182.88,65.77,,,
Gerald Harris,,180.34,83.91,195.58,Southpaw,1979-11-19
Rubin Williams,Mr. Hollywood,185.42,83.91,,Orthodox,1976-04-09
Steve Mann,,185.42,77.11,,,
Alessandro Costa,Nono,162.56,56.7,170.18,Orthodox,1996-01-28
Michael Bravo,,,70.31,,,
Alexander Morgan,The Chess Master,177.8,65.77,180.34,Orthodox,1991-05-14
Abdul-Kareem Al-Selwady,Pride of Palestine,172.72,70.31,175.26,Orthodox,1995-04-10
Chris Amarante,,,83.91,,,
Marc Stevens,,175.26,70.31,,,
Danny Navarro,,177.8,70.31,,,
David Dodd,,187.96,90.72,,Orthodox,1973-09-22
Elves Brener,,177.8,70.31,182.88,Orthodox,1997-09-27
Ivan Valenzuela,Bam Bam,187.96,83.91,195.58,Orthodox,1992-11-17
Chelsea Hackett,Hammer,162.56,56.7,167.64,Switch,1998-08-16
CJ Keith,,182.88,70.31,,Orthodox,1986-08-09
Bryanna Fissori,,162.56,65.77,,,
Jeff Molina,El Jefe,167.64,56.7,175.26,Orthodox,1997-07-17
Dean Barry,The Sniper,177.8,77.11,182.88,Orthodox,1992-07-03
Norifumi Yamamoto,Kid,162.56,61.23,167.64,Southpaw,1977-03-15
Bryan Humes,,,120.2,,,
Crezio de Souza,,,77.11,,Orthodox,
Wuziazibieke Jiahefu,Prairie Kitty,175.26,65.77,177.8,Orthodox,1990-04-09
Rulon Gardner,,190.5,120.2,,Orthodox,1971-08-16
Cortez Coleman,Hollywood,185.42,83.91,,,
Aalon Cruz,,182.88,65.77,198.12,Switch,1989-09-20
Paul Capaldo,,170.18,61.23,,,
Chris Condo,,182.88,151.95,,Orthodox,
Yoji Anjo,Mr. 200%,180.34,92.99,,Orthodox,1967-03-28
Ricky Legere Jr.,IE Bad Boy,172.72,77.11,,,
Luciano Pereira,El Torito,,56.7,,Orthodox,2001-01-09
Aaron Brink,,190.5,92.99,,Orthodox,1974-11-12
Diego Henrique da Silva,Gaucho,187.96,83.91,,Orthodox,1986-08-22
OJ Dominguez,,,,,,
Jesse Jones,,175.26,77.11,,,
Trent Jenkins,,187.96,83.91,,,
Timo Feucht,,190.5,92.99,200.66,Orthodox,1996-01-18
Garrett Mueller,,175.26,61.23,,,
Ryan Tobar,,,70.31,,,
Koji Oishi,,172.72,77.11,,Orthodox,1977-05-31
Rob Sinclair,,172.72,70.31,,,
Scott Ferrozzo,The Pitbull,180.34,146.51,,Orthodox,1965-04-26
Caio Bittencourt,Leao,182.88,83.91,190.5,Orthodox,1991-05-22
Muslim Salikhov,King of Kung Fu,180.34,77.11,177.8,Orthodox,1984-06-09
Yosuke Nishijima,,175.26,92.99,,Orthodox,1973-05-15
Michael McDonald,The Black Sniper,180.34,92.99,,Orthodox,1965-02-06
Rafael Carino,,203.2,111.13,,Orthodox,
Jeremy Kennedy,JBC,180.34,65.77,180.34,Orthodox,1992-09-16
Luis Ramos,Beicao,172.72,77.11,,Orthodox,1981-01-18
Eric Steenberg,,,70.31,,,
Hugo Duarte,,182.88,108.86,,Orthodox,1968-08-09
Andre Fialho,,182.88,77.11,187.96,Orthodox,1994-04-07
Igor Da Silva,,170.18,56.7,175.26,Orthodox,2003-04-21
Andre Amado,Dida,182.88,69.85,,Orthodox,
Sam Oropeza,,187.96,77.11,,,
Frank Lester,,180.34,77.11,,Orthodox,1984-06-10
Steven Nguyen,The Ninja,180.34,65.77,185.42,Switch,1993-05-19
Maiara Amanajas dos Santos,,165.1,52.16,,Southpaw,1987-07-11
Wagner Campos,Galeto,167.64,65.77,,Southpaw,1981-07-31
He-Man Gipson,,,,,,
Koichiro Matsumoto,,170.18,65.77,,,
Dan Severn,The Beast,187.96,113.4,,Southpaw,1958-06-08
Josh Clopton,The Gentleman,167.64,65.77,,Orthodox,1981-07-11
Damion Douglas,,,77.11,,,
Eduardo Torres Caut,Cyborg,170.18,61.23,177.8,Orthodox,1995-04-26
Omar Morales,Venezuelan Fighter,180.34,70.31,185.42,Orthodox,1985-10-17
Brandon Foxworth,,180.34,65.77,,Orthodox,1979-04-28
Cortavious Romious,Are You Not Entertained?,162.56,61.23,172.72,Southpaw,1994-01-06
Joe Warren,,167.64,61.23,,Orthodox,1976-10-31
George Hardwick,King,177.8,70.31,182.88,Orthodox,1996-12-06
Dante Rivera,,185.42,83.91,,Southpaw,1974-12-08
Bill Duvall,,187.96,83.91,,Southpaw,
Henry Miller,Sentoryu,170.18,122.47,,Southpaw,1969-07-16
Ben Earwood,,172.72,77.11,,Orthodox,
Andy Murad,The Tooth Fairy,175.26,83.91,,,
Sovannahry Em,The Sweet Savage,162.56,61.23,,,
Nad Narimani,Smiler,172.72,65.77,177.8,Orthodox,1987-04-14
Craig Oxley,,175.26,70.31,,,
Jeremy Kimball,,182.88,92.99,182.88,Switch,1991-01-03
Josh Stuart,,175.26,72.57,,,
John Elam,,,,,,
Javi Alanis,,167.64,61.23,,,
Iliarde Santos,,165.1,56.7,170.18,Orthodox,1980-09-25
Bogdan Guskov,Czarevitch,190.5,92.99,193.04,Orthodox,1992-09-12
Yoshinori Horie,,172.72,65.77,177.8,Orthodox,1995-05-10
Karl Williams,,190.5,106.59,200.66,Orthodox,1990-01-06
Colley  Bradford,,170.18,65.77,,,
Zane Frazier,Nasty,195.58,113.4,,Orthodox,
Lucas Almeida,,180.34,65.77,180.34,Orthodox,1991-01-31
Joe Martin,,175.26,77.11,,,
Zachary Micklewright,,182.88,70.31,187.96,Southpaw,1976-08-21
Romie Aram,,177.8,77.11,,Orthodox,1977-12-02
Junior Tafa,The Juggernaut,190.5,108.86,190.5,Orthodox,1996-09-21
Askar Mozharov,,190.5,92.99,187.96,Orthodox,1994-10-26
Milco Voorn,,,99.79,,Orthodox,
Jakob Lovstad,The Striking Viking,190.5,92.99,,Orthodox,
Brendson Ribeiro,The Gorilla,190.5,92.99,205.74,Orthodox,1996-09-08
James Wade,,177.8,92.99,,,
Shayilan Nuerdanbieke,Wolverine,172.72,65.77,175.26,Orthodox,1994-05-04
Victor Altamirano,El Magnifico,172.72,56.7,177.8,Switch,1991-01-23
Ricky Camp,2 Slick,170.18,61.23,,,
Kyle Watson,,182.88,70.31,,Southpaw,1979-08-09
Justin Governale,The Therapist,,65.77,,,
Sam Adkins,The Experience,190.5,102.06,,Orthodox,1965-04-26
Chris Jones,Lionheart,175.26,67.59,,,
Mike Bencic,Batman,182.88,97.52,,Orthodox,
Marcelo Rojo,Pitbull,172.72,65.77,180.34,Orthodox,1988-07-02
Sergey Morozov,,167.64,61.23,170.18,Orthodox,1989-06-14
Leah Letson,Nidas,170.18,65.77,180.34,Southpaw,1992-08-21
Talita Alencar,Problem Child,154.94,52.16,147.32,Orthodox,1990-10-17
Salim Touahri,Grizzly,177.8,77.11,182.88,Orthodox,1989-09-28
Dmitrii Smoliakov,The Lifeguard,187.96,114.76,187.96,Switch,1982-08-05
Jamal Pogues,,190.5,92.99,195.58,Orthodox,1995-12-01
Pete Rogers Jr.,The Heat,182.88,65.77,,,
Aaron Lanfranco,,,70.31,,,
Malik Lewis,Hard Knock,182.88,70.31,190.5,Orthodox,1996-03-04
Chris Duncan,The Problem,177.8,70.31,180.34,Orthodox,1993-05-10
Song Kenan,The Assassin,182.88,77.11,180.34,Orthodox,1990-03-10
Janay Harding,Hollowpoint,,61.23,,,
Casey Ryan,,,83.91,,,
Josh Ferguson,Taz,165.1,56.7,,Orthodox,1988-05-13
Andy Ologun,,182.88,69.85,,Orthodox,1983-06-12
Ron van Clief,The Black Dragon,177.8,86.18,,Orthodox,1943-01-25
Callan Potter,The Rockstar,182.88,77.11,182.88,Orthodox,1984-06-09
John Yoo,,,61.23,,,
Rich Attonito,The Raging Bull,177.8,77.11,182.88,Orthodox,1977-06-16
Herschel Walker,,185.42,97.52,,Orthodox,1962-03-03
Anthony Macias,Mad Dog,175.26,83.91,,Switch,
Angelo Antonio,,,92.99,,Orthodox,
Lazar Stojadinovic,The Bronx Bomber,170.18,65.77,172.72,Southpaw,1989-03-22
MinWoo Kim,Korean MOAI,172.72,61.23,182.88,Orthodox,1993-07-21
Kevin Rosier,,193.04,124.74,,Orthodox,
Scott Harper,,182.88,83.91,,Orthodox,1972-04-14
Patrick Kaase,Kamikaze,175.26,83.91,,,
Matt Hamill,The Hammer,185.42,92.99,193.04,Orthodox,1976-10-05
Adam Steele,,,77.11,,,
Maimaitituoheti Keremuaili,Kyrgyz Mountain Eagle,167.64,61.23,167.64,Orthodox,1991-03-18
Andrew Martinez,Mickey D,175.26,97.52,,,
Tsuyoshi Kurihara,,177.8,83.91,,Orthodox,1973-07-13
Masio Fullen,Lobo,177.8,65.77,177.8,Orthodox,1986-10-06
Chandler Cole,The Hammer,177.8,119.75,182.88,Orthodox,1995-01-09
Michael Mangan,,,70.31,,,
Cameron Else,Camchida,175.26,61.23,180.34,Switch,1987-04-27
Matt Ramirez,The Machine,165.1,56.7,,,
Ian Rammel,,182.88,83.91,,,
Alexander Soldatkin,,187.96,113.4,190.5,Orthodox,1993-06-10
Charles Radtke,Chuck Buffalo,175.26,77.11,182.88,Orthodox,1990-07-09
Amador Ramirez,,,61.23,,,
Artenus Young,,,92.99,,,
Clifford Starks,,182.88,83.91,198.12,Orthodox,1981-04-25
Anthony Ivy,Aquaman,187.96,83.91,187.96,Orthodox,1990-01-23
Chris Culley,,,65.77,,,
Diana Belbita,The Warrior Princess,170.18,52.16,172.72,Orthodox,1996-06-26
Ben Holscher,The Teacher,180.34,70.31,,,
Flavio Luiz Moura,,180.34,83.01,,Open Stance,
Rainy Martinez,,182.88,90.26,,Orthodox,
Ricky Steele,The Karate Kid,175.26,61.23,187.96,Orthodox,1988-05-26
Gabriel Carrasco,,167.64,61.23,,,
Robbie Lawler,Ruthless,180.34,77.11,187.96,Southpaw,1982-03-20
Jeff Hughes,Lights Out,187.96,113.4,195.58,Orthodox,1988-05-17
Anthony Hamilton,Freight Train,195.58,117.93,193.04,Orthodox,1980-04-14
Jay Perrin,The Joker,170.18,61.23,170.18,Switch,1993-06-15
Mateus Mendonca,Bocao,167.64,56.7,180.34,Orthodox,1999-01-17
Maia Stevenson,,162.56,52.16,157.48,Orthodox,1982-03-19
Valeri Ignatov,,175.26,77.11,,Orthodox,
Lucas Rocha,Fenomeno,160.02,61.23,162.56,Orthodox,2000-08-12
Robert Whiteford,The Hammer,175.26,65.77,175.26,Southpaw,1983-04-12
Stefan Klever,,,83.91,,Orthodox,
Jamey-Lyn Horth,,170.18,56.7,167.64,Orthodox,1990-03-30
Renee Forte,,170.18,70.31,180.34,Orthodox,1987-03-27
Rami Hamed,,,77.11,,,
Max Mustaki,,182.88,70.31,,Orthodox,1987-11-07
Uros Medic,The Doctor,185.42,77.11,180.34,Southpaw,1993-04-25
Marko Damiani,,182.88,77.11,,,
Bazigit Atajev,Volk,185.42,104.33,,Orthodox,
Tom Blackledge,,,92.99,,Orthodox,
Nate Mohr,,175.26,70.31,182.88,Orthodox,1983-03-03
Shunichi Shimizu,,165.1,61.23,,Orthodox,1985-01-31
Emrah Sonmez,Anatolian Wolf,177.8,65.77,180.34,Orthodox,1992-06-26
Luke Hartwig,,,,,,
Antonio Mendes,Samurai,190.5,92.99,195.58,Southpaw,1981-04-19
David Gardner,,180.34,70.31,,Orthodox,1977-05-17
Kamal Shalorus,Prince of Persia,172.72,70.31,172.72,Orthodox,1972-08-27
Don'Tale Mayes,Lord Kong,198.12,117.93,205.74,Orthodox,1992-01-16
Danilo Suzart,,182.88,117.93,,Orthodox,1991-12-04
Brandon Girtz,Cold Roll,170.18,70.31,,,
Shawn Teed,,195.58,120.2,,Orthodox,1992-02-13
Jenna Castillo,,157.48,56.7,,,
Rolando Dy,Dy Incredible,172.72,65.77,175.26,Orthodox,1990-08-11
Hugo Sandoval,,,61.23,,,
Ihor Potieria,Duelist,190.5,92.99,190.5,Southpaw,1996-05-29
Travis Johnson,,,92.99,,,
Rickson Gracie,,177.8,83.91,,Switch,1958-11-20
Rich Bouphanouvong,,170.18,77.11,,,
Josh Quinlan,Bushido,182.88,77.11,182.88,Orthodox,1993-02-06
Kris Moutinho,,170.18,61.23,172.72,Southpaw,1992-08-09
Roman Salazar,El Gallito,170.18,61.23,,Orthodox,1988-02-21
Jong Man Kim,Special Force,170.18,63.05,,Orthodox,1978-03-03
Walter Smith-Cotito,,172.72,61.23,,,
Chris Gruetzemacher,Gritz,172.72,70.31,172.72,Orthodox,1986-06-16
Justin Eilers,The Hammer,185.42,106.59,,Orthodox,1978-06-28
Bruno Silva,Blindado,182.88,83.91,187.96,Orthodox,1989-07-13
Royston Wee,,170.18,61.23,170.18,Orthodox,1986-11-15
Rizvan Kuniev,,193.04,108.86,193.04,Orthodox,1992-10-03
Tobias Harila,Bad Intention,,,,,
Gregory Bouchelaghem,,187.96,83.01,,Switch,
Rory Markham,,182.88,77.11,180.34,Orthodox,1982-03-25
Gary Tapusoa,,170.18,83.91,,,
Istela Nunes,,162.56,52.16,167.64,Orthodox,1992-07-23
Hayder Hassan,Hulk,177.8,77.11,,,
Lewis Gonzalez,Lethal,177.8,77.11,,Orthodox,1987-09-19
Rafael Freitas,Capoeira,,92.99,,Orthodox,
Ryan McGivern,,182.88,83.91,,Orthodox,1980-01-17
Taylor Roberts,,180.34,77.11,,,
Will Chope,The Kill,193.04,65.77,,Switch,1990-09-08
Jae Hyun Park,The First Prospect,172.72,70.31,182.88,Orthodox,2001-12-12
Slim Trabelsi,,190.5,106.59,,,
Ryo Kawamura,,180.34,92.99,,Orthodox,1981-06-29
Landon Quinones,The Lone Wolf,175.26,70.31,177.8,Southpaw,1995-11-21
Goldman Butler,,,,,,
Brian Gassaway,,185.42,77.11,,Orthodox,1972-08-07
Edivan Santos,Pe De Sapo,193.04,112.49,198.12,Orthodox,1992-05-03
Derrick Lewis,The Black Beast,190.5,117.93,200.66,Orthodox,1985-02-07
Onassis Parungao,,180.34,90.72,,,
Nate James,,182.88,83.91,,,
Demetrius Gioulacos,,180.34,83.91,,,
Yibugele,Eagle,175.26,65.77,177.8,Southpaw,1989-11-13
Lorenzo Hood,Dream Killer,190.5,120.2,203.2,Southpaw,1989-03-02
Kazunari Murakami,,185.42,99.79,,Orthodox,1973-11-29
Yoislandy Izquierdo,Cuba,180.34,70.31,,Southpaw,1984-01-09
Anthony Do,,162.56,56.7,,,
Jeremy Wallace,,175.26,,,,
Shingo Kohara,,167.64,61.23,,,
Brad Royster,,,61.23,,,
Crafton Wallace,Blaze,182.88,83.91,,Orthodox,1975-11-10
Janaina Silva,Jana-Iron-Hand,154.94,52.16,152.4,Orthodox,1992-02-16
Christopher Lopez,,177.8,77.11,,,
Vernon White,Tiger,182.88,92.99,,Southpaw,1971-12-03
Joe Jordan,,167.64,70.31,,Orthodox,1978-07-27
Rick Roufus,,182.88,93.89,,Southpaw,
Eric Magana,,,,,,
Jesse Fujarczyk,The Ronin,193.04,102.06,,Southpaw,1983-01-28
Gilbert Rael,,172.72,70.31,,,
Carl Deaton,The Anishinaabe Kid,170.18,70.31,175.26,Orthodox,1989-11-24
Joe Hurley,,172.72,70.31,,,
Mostapha Al-Turk,,187.96,111.13,195.58,Orthodox,1973-07-14
Jordan Williams,Bomaye,185.42,83.91,190.5,Southpaw,1990-10-13
Nick Rossborough,Leatherface,195.58,92.99,,,
Kevin Jackson,,177.8,90.26,,Switch,
Jose Henrique,Canela,190.5,77.11,200.66,Orthodox,2002-05-23
Ho Taek Oh,Spider,,70.31,,,
Yokthai Sithoar,,170.18,64.86,,,
Abram Torres,,177.8,77.11,,,
Scott McDonald,,,,,,
Edimilson Souza,Kevin,182.88,65.77,187.96,Orthodox,1984-10-17
Hans Stringer,,190.5,92.99,,Orthodox,1987-07-06
Cory Devela,The One,152.4,83.91,,Orthodox,
Pawan Maan,,170.18,70.31,177.8,Orthodox,1986-04-06
TJ O'Brien,The Spider,187.96,70.31,,Orthodox,1987-01-01
Kenneth Bergh,,187.96,92.99,187.96,Orthodox,1989-06-26
Michael Morales,,182.88,77.11,200.66,Orthodox,1999-06-24
Rilley Dutro,,172.72,56.7,,Orthodox,1987-09-03
Joseph Sandoval,,170.18,61.23,,Southpaw,1986-05-11
Duda Santana,Cowboyzinha,170.18,65.77,185.42,Orthodox,1996-01-10
Andre Lima,Mascote,170.18,56.7,170.18,Orthodox,1999-02-04
Elias Urbina,,190.5,83.91,195.58,Southpaw,1993-10-09
Abdul Azeem Badakhshi,The Afghan Lion,,65.77,,,
Anthony Christodoulou,,175.26,70.31,,Orthodox,1987-07-30
Mohammed Usman,The Motor,187.96,108.41,200.66,Orthodox,1989-04-01
Dwight Grant,The Body Snatcher,185.42,83.91,193.04,Switch,1984-09-14
Brett Albee,,,102.06,,,
Matt Hobar,The Crowbar,177.8,61.23,177.8,Southpaw,1987-01-07
Luke Caudillo,Lil' Hulk,170.18,70.31,,Orthodox,1980-11-30
Naoki Matsushita,,167.64,70.31,,Orthodox,
Mark Godbeer,The Hand Of,193.04,108.86,195.58,Orthodox,1983-11-22
Jonathan Wiezorek,,190.5,113.4,,Southpaw,1978-02-10
Rex Holman,Big Dog,190.5,92.99,,Southpaw,
Maxim Grishin,Maximus,190.5,92.99,198.12,Orthodox,1984-05-02
David Hulett,Hollywood,177.8,77.11,,,
Desmond Green,The Predator,177.8,70.31,185.42,Southpaw,1989-10-11
Andre Roberts,The Chief,187.96,156.49,,Orthodox,1965-02-24
SeongChan Hong,Honey Badger,170.18,70.31,175.26,Orthodox,1989-11-28
Dorian Price,,190.5,77.11,,Southpaw,1977-08-20
Townsend Saunders,,165.1,77.11,,Orthodox,
Anton Zafir,The Professor,180.34,77.11,,Orthodox,1987-05-10
Juancamilo Ronderos,100,160.02,56.7,162.56,Southpaw,1995-02-17
Steve Kennedy,The Steamrolla,180.34,77.11,,Orthodox,1983-03-07
Justin Willis,Big Pretty,185.42,119.75,198.12,Southpaw,1987-07-19
Andreas Michailidis,The Spartan,182.88,77.11,193.04,Orthodox,1988-07-18
Curtis Stout,,185.42,83.91,,Southpaw,1973-11-07
Sergey Khandozhko,Honda,185.42,77.11,187.96,Orthodox,1992-05-19
Cody Carrillo,,177.8,70.31,,,
Zach Light,,172.72,77.11,,Orthodox,1974-02-06
Miguel Cosio,,193.04,92.99,,,
Oleg Taktarov,The Russian Bear,182.88,95.25,,Orthodox,1967-08-26
Saeed Hosseini,,,,,,
Paul Song,,,83.91,,,
Victor Reyna,Kelevra,180.34,77.11,187.96,Southpaw,1986-08-05
Yuri Panferov,The Russian Polar Bear,185.42,83.91,182.88,Orthodox,1996-08-30
Jonny Parsons,The Sluggernaut,175.26,77.11,175.26,Orthodox,1991-09-06
JC Cottrell,,175.26,70.31,,Orthodox,1989-11-04
Jeremiah Billington,,175.26,92.99,,Orthodox,1977-11-14
Tom Gallicchio,Da Tank,177.8,77.11,,Southpaw,1986-09-23
Brad Morris,,187.96,92.99,,Orthodox,1979-11-01
Clayton MacFarlane,,,77.11,,,
Jason Thacker,,177.8,83.91,,Orthodox,1975-08-18
Brian Davidson,,167.64,65.77,,,
Dominic Clark,,177.8,70.31,,,
Luis Mendoza,,,70.31,,,
Mike Altman,,177.8,83.91,,Orthodox,
Jason Day,Dooms,182.88,83.91,182.88,Orthodox,1981-05-19
Rickson Zenidim,The King,170.18,56.7,170.18,Orthodox,1999-02-17
Ricardo Morais,The Mutant,203.2,122.47,,Orthodox,1967-02-26
Greg Scott,,175.26,65.77,,,
Jaime Jara,El Cucui,185.42,92.99,,Southpaw,1969-08-02
Dayana Silva,,170.18,61.23,,Orthodox,1990-08-27
Raul Castillo,,180.34,83.91,,Orthodox,
Matt Van Buren,Gutter,195.58,92.99,,,
Bronson Mohika,,,61.23,,,
Blake Watkins,,,83.91,,,
Christian Ocon,,172.72,61.23,175.26,Orthodox,1996-02-05
Bolaji Oki,The Zulu Warrior,177.8,70.31,185.42,Orthodox,1995-11-15
Yuele Huang,,,65.77,,,
Ricardo Barros,,185.42,92.99,,,
Jack McGlaughlin,,,,,Orthodox,
Tim Caron,The Bear,185.42,83.91,,Orthodox,1987-07-24
Alfred Khashakyan,The Fearless,172.72,61.23,177.8,Orthodox,1988-07-17
Justin McElfresh,,198.12,92.99,,Orthodox,1980-01-04
Ian Butler,,172.72,70.31,,,
Quinn Mulhern,,190.5,70.31,,Orthodox,1984-09-20
Brandon Sayles,Man of War,195.58,120.2,,,
Lance Lawrence,,185.42,65.77,187.96,Orthodox,1993-06-26
Stephen Palling,Bozo,162.56,64.86,,,
Scott Baker,,182.88,95.25,,,
Steve Nelmark,The Sandman,182.88,108.86,,Orthodox,
Brian Warren,Mr. Unbreakable,182.88,83.91,,Orthodox,
Matt Lucas,Luke Duke,185.42,92.99,,,
Juan Alcain,,,,,,
Jamey Simmons,The Afro Samurai,167.64,61.23,177.8,Orthodox,1992-09-11
Aaron Wilkinson,The Daywalker,177.8,70.31,,Orthodox,1987-01-31
Max Martyniouk,Payne,,70.31,,,
Bryan Vetell,,190.5,120.2,,Southpaw,1977-07-26
Mario Neto,Sukata,182.88,103.87,,Orthodox,
David Rasouri,,170.18,70.31,,,
Kaloyan Kolev,,187.96,92.99,185.42,Orthodox,1992-10-17
Emily Kagan,,160.02,52.16,,,
Sora Rakhmonova,,,56.7,,,
Eric Irvin,,172.72,70.31,,,
Jonny Goh,,180.34,70.31,,,
Waldo Cortes-Acosta,Salsa Boy,193.04,117.93,198.12,Orthodox,1991-10-03
Terrion Ware,Flash,172.72,61.23,180.34,Orthodox,1986-03-31
Dan Stittgen,The Anvil,185.42,77.11,,Orthodox,1980-11-17
Masanori Suda,,175.26,83.01,,Orthodox,
Laureano Staropoli,Pepi,185.42,83.91,180.34,Orthodox,1993-02-27
Kiefer Crosbie,BDK,180.34,77.11,177.8,Switch,1990-04-05
Lee Kwan Bum,,187.96,129.73,,Orthodox,
Nick Bustamante,,175.26,77.11,,,
Sako Chivitchian,,180.34,70.31,,Orthodox,1984-03-11
Joe Charles,The Ghetto Man,185.42,117.93,,Southpaw,
Derrick Noble,The Eraser,175.26,77.11,,Southpaw,1978-08-14
Thomas Almeida,Thominhas,170.18,65.77,177.8,Southpaw,1991-07-31
Takayo Hashi,,162.56,61.23,,Orthodox,1977-10-02
Augusto Montano,Dodger,185.42,77.11,185.42,Orthodox,1984-10-25
Edson Silva,Paredao,,92.99,,Orthodox,
Devin Smyth,,177.8,77.11,182.88,Switch,1995-07-21
Chan-Mi Jeon,,165.1,52.16,,Orthodox,1997-08-28
Zachary Borrego,The Dragon,187.96,83.91,198.12,Switch,1996-07-18
Valter Walker,The Clean Monster,,,,,
Vanessa Melo,,165.1,61.23,165.1,Orthodox,1988-03-27
Sione Latu,,182.88,97.52,,,
